1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,m,1962,Ac+,1987,1990,Ac,1998,2004,Ac+,2004,2012,Ac,2000,2003,Ac+,2003,2012,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,No,1987,1990,1,1998,2004,1,2004,0,7.5,2000,2003,2,2003,0,5,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
25,m,1962,Mb,1982,2000,Mb,2000,2012,Ad,1985,1991,Po+,1997,2001,Ad+,1991,2001,Po,2002,2003,Po,2009,2012,Ac,na,na,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,1982,0,na,,,,,,,,,,,,,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,aut,1999,2012,,,,,,,,,,,,,No,Rather
26,m,1967,Po+,2000,2002,Po+,2001,2008,Po+,2008,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,2000,2001,20,2001,2008,30,2008,0,40,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,conc,1994,1997,mar,1997,2012,,,,,,,,,,Yes,Rather
27,w,1967,Po,1997,2004,Mb,1997,2012,Po+,2004,2006,Po+,2009,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,Po,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Les Verts - Parti écologiste suisse,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,mar,2000,2012,,,,,,,,,,,,,Yes,Yes
28,w,1953,Mb,1973,2012,Ad+,1977,1988,Ad+,1988,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,No,1973,1977,<1,1977,1988,42,1988,0,30,,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1983,2012,,,,,,,,,,,,,Yes,Rather not
29,w,1957,Mb,1979,1983,Po+,2002,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,na,na,na,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,conc,1997,2012,,,,,,,,,,,,,Yes,Yes
30,m,1954,Mb,1974,1990,Ac,1990,2002,Ac,2002,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,na,na,1.5,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,conc,1989,1993,mar,2006,2012,,,,,,,,,,Yes,Yes
31,m,1976,Po+,2005,2008,Po+,2008,2012,Mb,2008,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,2005,2011,27,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Parti socialiste suisse (PSS),No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,conc,2002,2005,mar,2005,2012,,,,,,,,,,Yes,Rather
32,m,1968,Ac,1985,2003,Ac,2003,2011,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,.,No Po,No,na,na,5,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
33,w,1964,Mb,1990,2012,Mb,1998,2012,Ac,2004,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,No,1990,2003,<1,2004,0,1.5,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,conc,1998,2012,,,,,,,,,,,,,na,na
34,m,1958,Mb,1976,1978,Mb,1978,2012,Ac+,1985,1993,Ac+,1993,1998,Ac+,1995,1998,Po,1998,2008,Po+,2008,2012,Po,2009,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,1976,1985,1,1985,1993,20,1993,1998,20,1998,2008,50,2008,0,50,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
35,w,1969,Ad,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,No,na,na,20,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,na,na,na,,,,,,,,,,,,,No,No
36,m,1969,Ac,2001,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,2001,2006,2,2006,2012,4,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,mar,1999,2012,,,,,,,,,,,,,Yes,No
37,m,1955,Mb,1972,2012,Ac+,1988,1997,Ac,2011,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1972,1988,0,1988,1997,1,1997,2010,0,2011,na,1,,,,No,No,No,No,No,No,No,No,No,Yes,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1984,na,,,,,,,,,,,,,Yes,Rather not
38,m,1972,Mb,1990,2012,Ac,2006,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1990,2006,0,2006,2009,1,2009,0,3,,,,,,,No,Yes,No,No,Yes,No,No,No,No,Yes,No,,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,conc,1998,2012,,,,,,,,,,,,,No,No
39,m,1961,Mb,1983,2012,Ac+,2003,2011,Ac,1995,2003,Ac,1999,2012,Mb,1993,2012,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1983,1995,0,1995,2003,2,2003,2011,1.5,2011,0,1,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
40,w,1960,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,na,na,na,na,,,,,,,,,,,,,na,na
41,w,1977,Po+,2010,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po,Yes,2010,2012,40,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,conc,1997,na,,,,,,,,,,,,,Yes,Yes
42,m,1963,Mb,1982,1989,Mb,1992,2009,Po+,2009,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po+,Po+,Po+,Po,Yes,2009,na,45,,,,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,concmar,1986,na,concmar,1986,na,,,,,,,,,,No,No
43,m,1955,Po+,2009,2012,Po,2000,2009,Po+,1994,2000,Ac,1984,1994,Ac,1984,1994,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Po+,Po+,Po+,Po+,Po+,Po+,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po+,Po+,Po+,Po+,Po,No,2009,0,45,2000,2009,48,1994,2000,45,1984,1994,<1,1984,1994,1,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1980,2012,conc,1978,1980,,,,,,,,,,Yes,No
44,w,1957,Po+,1994,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,1994,0,35,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,conc,1988,1996,,,,,,,,,,,,,No,Rather
45,m,1943,Mb,1963,1968,Ac+,1965,1968,Mb,1968,1971,Ac,1969,1970,Ac+,1970,1971,Po+,1972,2005,Mb,1972,2012,Ac,2006,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,1963,1972,2.5,1972,2005,50,2005,0,1,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Parti démocrate-chrétien (PDC) ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,mar,1965,2012,,,,,,,,,,,,,No,na
46,m,1980,Po,2007,2008,Po,2008,2012,Mb,2008,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,No,na,na,na,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Parti démocrate-chrétien (PDC) ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,conc,2007,2010,,,,,,,,,,,,,No,Rather
47,m,1966,Po+,2005,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,2005,0,36,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
48,m,1962,na,1979,1988,na,1988,1999,Po,1999,2009,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,.,.,.,Po,na,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
49,m,1939,Mb,1961,1964,Mb,1964,1990,Mb,1990,2012,Ac,1966,1983,Ac+,1984,1986,Ac+,1981,1994,Ac+,1994,2000,Ac+,2007,2012,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1966,1983,1,1984,1986,2,1981,1994,2,1994,2000,3,2006,0,3,No,No,No,No,No,No,No,No,No,No,Yes,Parti chrétien-social (PCS) ,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1962,1996,mar,1996,na,,,,,,,,,,No,No
50,m,1953,na,1982,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
51,m,1954,Ac,1972,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,1972,2012,3,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1978,2012,,,,,,,,,,,,,Yes,No
52,w,1974,Mb,1992,1999,Ad,2004,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,No,1992,1999,0,2004,0,12,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,mar,2000,2012,,,,,,,,,,,,,Yes,Rather not
53,m,1980,Ac,2006,2010,Po+,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Po+,Po+,Po,No,2006,2010,10,2011,0,50,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,No,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,aut,2000,2003,mar,2004,2012,,,,,,,,,,Yes,No
54,m,1956,Ac,1980,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,1980,2012,10,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,mar,1991,2001,,,,,,,,,,,,,Yes,na
55,w,1982,Mb,2010,2012,Po/Ad,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Po,No,2010,2011,0,2011,2012,15,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,conc,1997,2000,conc,2000,2003,mar,2004,2012,,,,,,,Yes,Rather
56,m,1969,Ac,2003,na,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,na,na,1,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,na,na,na,na,,,,,,,,,,,,,na,na
57,m,1962,Ac,1979,1988,Ac,1988,1998,Po,1999,2009,Po+,2011,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,.,Po+,Po+,Po,Yes,1979,1988,2,1988,1999,3,1999,2009,55,2011,0,8,,,,No,No,No,No,No,No,No,No,Yes,Yes,na,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,mar,1986,2012,,,,,,,,,,,,,Yes,No
58,m,1986,Ac+,2009,2012,Ac+,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,No Po,No,2009,2010,<1,2011,2012,1,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,conc,2011,na,,,,,,,,,,,,,No,Rather not
